plot_id,class,Site,cover,level,layer,id,percentage_inside,pland,NA
132,1,man,bare,class,NA,NA,NA,0,NA
132,255,vhu,bare,class,1,NA,99.91145171,10.17605508,NA
133,1,ana,bare,class,NA,NA,NA,0,NA
133,1,man,bare,class,NA,NA,NA,0,NA
133,255,vhu,bare,class,1,NA,100.0311061,25.17319428,NA
134,1,ana,bare,class,NA,NA,NA,0,NA
134,1,man,bare,class,NA,NA,NA,0,NA
134,255,vhu,bare,class,1,NA,100.0311061,35.70939461,NA
135,1,ana,bare,class,NA,NA,NA,0,NA
135,1,man,bare,class,NA,NA,NA,0,NA
135,255,vhu,bare,class,1,NA,100.0311061,13.9105521,NA
136,1,ana,bare,class,1,NA,99.89351896,4.828872734,NA
136,1,man,bare,class,NA,NA,NA,0,NA
136,255,vhu,bare,class,1,NA,99.91145171,38.66384596,NA
137,1,ana,bare,class,1,NA,99.99391446,24.79121718,NA
137,1,man,bare,class,NA,NA,NA,0,NA
137,255,vhu,bare,class,1,NA,100.0311061,64.95487494,NA
138,1,ana,bare,class,1,NA,99.99391446,0.644832853,NA
138,1,man,bare,class,NA,NA,NA,0,NA
138,255,vhu,bare,class,1,NA,100.0311061,54.30063318,NA
139,1,ana,bare,class,1,NA,99.89351896,0.905432596,NA
139,1,man,bare,class,1,NA,100.0900777,4.72641097,NA
139,255,vhu,bare,class,1,NA,99.91145171,42.8792714,NA
140,1,ana,bare,class,1,NA,99.99391446,3.88384524,NA
140,1,man,bare,class,1,NA,100.0900777,18.54819088,NA
140,255,vhu,bare,class,1,NA,100.0311061,21.14961465,NA
141,1,ana,bare,class,1,NA,99.99391446,4.642311702,NA
141,1,man,bare,class,NA,NA,NA,0,NA
141,255,vhu,bare,class,1,NA,100.0311061,57.40652666,NA
142,1,ana,bare,class,NA,NA,NA,0,NA
142,1,man,bare,class,NA,NA,NA,0,NA
142,255,vhu,bare,class,1,NA,99.91145171,38.89404425,NA
143,1,ana,bare,class,NA,NA,NA,0,NA
143,1,man,bare,class,NA,NA,NA,0,NA
143,255,vhu,bare,class,1,NA,100.0311061,22.49448471,NA
144,1,ana,bare,class,NA,NA,NA,0,NA
144,1,man,bare,class,NA,NA,NA,0,NA
144,255,vhu,bare,class,1,NA,100.0311061,29.95602097,NA
