plot_id,class,Site,cover,level,layer,id,percentage_inside,clumpy,pd,pland,NA
236,0,man,coral,class,1,NA,99.94930406,0.983221919,1.000507217,0.237713199,NA
236,0,vhu,coral,class,1,NA,99.91145171,0.988317779,16.01418028,19.02499193,NA
237,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
237,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
237,0,vhu,coral,class,1,NA,100.0311061,0.988725222,15.99502457,24.66707733,NA
238,1,ana,coral,class,1,NA,100.094512,0.998400116,0.999055773,0.932877238,NA
238,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
238,0,vhu,coral,class,1,NA,100.0311061,0.988021803,13.99564649,20.51800705,NA
239,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
239,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
239,0,vhu,coral,class,1,NA,99.91145171,0.98698333,20.01772535,32.07185629,NA
240,1,ana,coral,class,1,NA,100.094512,0.99798759,0.999055773,2.563419507,NA
240,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
240,0,vhu,coral,class,1,NA,100.0311061,0.986156392,19.99378071,21.34100221,NA
241,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
241,0,man,coral,class,1,NA,100.0900777,0.987233966,6.993700234,8.192537995,NA
241,0,vhu,coral,class,1,NA,100.0311061,0.985401583,20.99346974,26.90556686,NA
242,1,ana,coral,class,1,NA,99.89351896,0.99461919,2.002131891,2.521965967,NA
242,0,man,coral,class,1,NA,100.0900777,0.986594215,8.991900301,8.53515482,NA
242,0,vhu,coral,class,1,NA,99.91145171,0.986373705,23.02038416,26.2843415,NA
243,1,ana,coral,class,1,NA,99.99391446,0.997505521,1.000060859,1.366532529,NA
243,0,man,coral,class,1,NA,99.94930406,0.990124566,3.00152165,4.57043244,NA
243,0,vhu,coral,class,1,NA,100.0311061,0.987013995,19.99378071,25.37546916,NA
244,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
244,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
244,0,vhu,coral,class,1,NA,100.0311061,0.986727563,15.99502457,26.308197,NA
245,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
245,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
245,0,vhu,coral,class,1,NA,99.91145171,0.98673839,21.01861162,36.58775861,NA
246,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
246,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
246,0,vhu,coral,class,1,NA,99.91145171,0.986686289,21.01861162,32.45408584,NA
247,1,ana,coral,class,1,NA,99.99391446,0.995144369,2.000121718,3.142752095,NA
247,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
247,0,vhu,coral,class,1,NA,100.0311061,0.98428159,27.99129299,33.98160617,NA
248,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
248,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
248,0,vhu,coral,class,1,NA,100.0311061,0.985670361,20.99346974,30.63432943,NA
249,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
249,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
249,0,vhu,coral,class,1,NA,99.91145171,0.986834776,21.01861162,28.70938363,NA
250,1,ana,coral,class,NA,NA,NA,NA,NA,0,NA
250,0,man,coral,class,NA,NA,NA,NA,NA,0,NA
250,0,vhu,coral,class,1,NA,100.0311061,0.986950614,20.99346974,29.7609088,NA
