x,y
4896.996828,15595.84948
3821.593236,15567.31087
3635.019488,15589.84228
926.8299902,15554.19304
331.7741117,15567.61863
2359.836612,15582.59212
7679.239872,15566.00954
5795.212746,15546.2674
4252.848206,15505.39597
3255.764798,15524.06814
5337.53317,15511.52262
2169.960528,15501.27845
2766.023592,15510.27393
4419.095331,15476.6394
7774.785435,15478.49363
7000.547118,15485.37193
8192.240746,15517.827
5673.000187,15449.80156
7983.402022,15455.90526
4546.39434,15435.99669
4722.326535,15438.35898
2823.607395,15425.61846
5580.88728,15406.32987
305.4849019,15430.05017
1573.847679,15452.32362
5905.715813,15370.31461
4052.494729,15400.90242
8276.945657,15396.43056
1345.161179,15400.99147
4340.186955,15398.65525
5743.576262,15366.49932
779.7679688,15384.53584
2573.80639,15384.79545
5343.277859,15318.33182
1122.961681,15311.85425
5579.5566,15300.36313
7605.59492,15311.08838
7116.620353,15307.2602
2314.984388,15313.65105
1921.464861,15281.46334
3605.828332,15269.61079
2069.650978,15263.64262
932.6867487,15248.40187
5065.370662,15253.22214
8331.52694,15244.72338
4850.211764,15236.06305
1554.258302,15218.46899
4000.282631,15240.36314
3181.477924,15222.87555
2949.275882,15228.91103
5809.14421,15205.08757
1022.604588,15204.19464
2581.466677,15192.13676
5269.067819,15206.84789
616.0164903,15186.57328
2832.968961,15162.34655
3633.032107,15186.60695
6219.268032,15154.79797
4216.225213,15171.43381
4413.13302,15124.73061
7192.146808,15151.79262
4580.51221,15124.69221
7877.091407,15139.19995
5449.676285,15146.94621
2385.602381,15120.18472
2092.042138,15106.98448
1649.617187,15074.42772
896.1170901,15101.36151
5822.173761,15051.11388
8203.047209,15080.07922
6925.291431,15064.04665
3333.911956,15046.81195
4153.086542,15047.43018
6024.99492,15024.62917
3941.802961,14988.61923
1257.578716,15044.72646
5211.734719,14966.00445
3478.158135,14989.69484
7534.115224,14974.9856
6787.748364,14968.05529
5806.421776,14958.19523
7709.566966,14957.72917
1710.887016,14938.9596
4353.470263,14980.48409
7389.826878,14954.5614
4221.217892,14938.30515
5927.251103,14899.20007
5006.179783,14910.4795
6317.059735,14927.40164
6708.347344,14917.06936
5184.15746,14892.19192
1585.279322,14857.99261
2032.504225,14869.25858
7913.988932,14877.11498
6219.007098,14834.72184
3425.183517,14867.8518
5392.754675,14832.27089
3602.786025,14812.34014
3993.348622,14825.42537
7067.140297,14864.24731
5663.08651,14826.72162
1434.225963,14839.44385
954.8532624,14806.50431
3133.112515,14809.52392
4522.950155,14831.6081
2922.883574,14817.28094
5047.549623,14777.61058
4295.469467,14809.31798
2931.284264,14736.99945
6021.83122,14772.31066
8147.314558,14717.9
1725.307888,14735.34511
555.649296,14774.65441
3068.692725,14738.81486
2341.633146,14767.61929
2621.713577,14722.7101
3552.836014,14717.57249
4830.39681,14716.96683
5645.96664,14707.67178
5172.221602,14699.20012
6378.552779,14693.15307
1051.256175,14683.87741
3712.645396,14682.85523
6658.032265,14653.42027
2871.085248,14662.7209
4209.832674,14614.06034
2095.579776,14632.36013
7854.237628,14601.09406
8254.939324,14611.30986
5050.234944,14590.6691
1958.752535,14530.50695
4858.652826,14541.86468
945.3425658,14534.38748
8082.63732,14595.1066
5967.435497,14566.19984
6255.253953,14550.94961
2341.501549,14506.59465
4959.30676,14492.53068
5353.422234,14557.85023
4570.290903,14516.31379
4042.241548,14486.93732
2951.067517,14503.01435
2584.221014,14506.99649
5169.481703,14468.10667
5046.247528,14466.71077
8148.335091,14482.56311
5293.839783,14486.08157
3818.402706,14480.17298
3583.739968,14518.3493
1716.495584,14457.96593
6545.646978,14420.82824
5593.613831,14422.1126
4316.09945,14455.2843
5764.327417,14400.71573
6646.531453,14427.77287
761.945357,14456.26614
4835.339613,14401.09125
8261.262237,14419.26101
3363.326113,14420.87251
2194.831553,14343.85212
5385.279512,14388.44054
4221.062945,14357.30595
713.190457,14382.13723
7269.13019,14275.3162
3600.381837,14321.90619
8140.37421,14324.92141
4863.520347,14292.35523
3256.426719,14301.34103
5228.983742,14290.87124
7967.826269,14283.38002
3729.995567,14277.38971
4259.613149,14243.66116
1571.229092,14252.5684
1316.083255,14237.16883
6539.447295,14220.45663
5827.49715,14213.52123
1756.016441,14185.14314
4850.195961,14190.79236
5413.85676,14184.43639
4621.885029,14164.47055
8283.117699,14188.92317
2607.891214,14150.08216
5669.813213,14121.50488
5174.82667,14119.32786
8164.551495,14074.8733
5786.803096,14069.40495
2442.95285,14134.34877
4536.38041,14089.41741
6028.372214,14069.89608
5397.464012,14046.21848
3383.821741,14077.6841
991.1331672,14050.29184
6203.348845,14036.1281
315.0339033,14025.52176
502.9087142,14047.76674
3176.18371,14023.40698
4022.482752,14015.35064
4864.090616,13993.33362
4821.863197,14058.00759
5057.34886,14027.61923
5887.733994,14003.28501
3748.551514,13944.33206
2624.146481,14024.33607
3550.410658,14020.18655
5244.734111,13995.78272
4492.749299,14003.5486
5540.171043,13991.76562
6671.38982,14018.10207
4778.0752,13955.14023
799.364459,13977.94781
676.9452285,13968.49165
756.8944465,14085.01707
4916.974366,13948.29265
2401.120258,13960.61986
3483.015607,13969.58062
3358.881031,13957.72214
4210.212292,13931.99153
3626.698503,13915.99276
4150.93018,13884.74309
8030.403487,13925.9413
4454.908091,13925.35889
5437.553868,13890.17635
3366.390389,13871.21679
5029.277055,13875.32664
2995.646598,13878.44649
69.84197639,13924.81395
2712.972697,13903.31471
4345.839816,13849.93413
4771.086293,13866.10644
3700.94842,13813.30651
3538.146767,13855.84602
4457.400078,13847.4549
7019.152164,13824.31899
794.0176595,13843.23927
4588.240924,13812.5303
5709.054212,13806.9558
7298.93022,13834.20158
5279.310576,13780.83174
498.0395809,13805.11558
4186.544672,13816.38411
5126.357267,13790.88304
3880.668136,13791.82689
3243.500427,13759.99241
6181.939653,13748.72137
3686.615719,13716.95465
320.3419167,13777.69134
6790.268384,13762.97845
7041.3485,13694.54132
5932.687954,13701.06267
6537.328699,13799.4375
2711.164838,13698.01532
3611.127755,13686.26347
566.0082389,13651.36106
6728.262271,13619.88999
4915.914702,13639.28178
4655.02802,13670.33864
61.00255296,13623.43469
3829.628038,13571.80715
6589.476284,13575.34916
6398.761285,13586.03969
3496.876432,13614.55405
3094.686026,13575.09522
6680.126753,13548.56924
5691.991083,13608.19307
4479.237563,13573.85613
7305.678241,13632.52616
5884.685218,13567.86887
4030.706786,13541.0397
6558.863473,13675.29131
7815.812524,13553.83006
6552.373212,13499.52187
7565.177364,13548.27514
2073.987378,13540.57593
960.6103989,13543.76742
723.5836816,13525.19615
1942.000914,13517.6491
6771.148515,13487.94187
2313.266827,13498.56515
561.4699574,13519.94398
7082.210412,13517.31196
5570.662935,13508.30457
82.94300385,13460.38139
5437.888959,13449.70076
7593.422598,13463.09693
172.7532666,13434.85695
7883.829632,13445.62558
